62, 41
0.217381, 0.378685, 0.749558, 0.322332, 0.157378, 0.198572, 0.0852547, 0.137752, 0.017907
1.62149, 0.150138, 0.289771, 0.330553, 0.412107, 0.320028, 2.1763, 3.15041, 0.469277
1.79862, 0.155548, 0.0529965, 0.129239, 0.175151, 0.189152, 8.35243, 11.4192, 2.26652
1.46861, 1.63429, 1.48871, 1.04666, 0.858558, 0.510035, 1.58971, 2.36587, 3.67963
1.23435, 0.883559, 1.28131, 0.499995, 0.558477, 1.19044, 4.38805, 4.65573, 4.99097
0.395557, 0.18188, 0.148454, 0.134924, 0.241217, 0.210984, 0.787115, 0.505968, 0.238864
0.378721, 0.199737, 0.220128, 0.11223, 0.223436, 0.266995, 0.198443, 0.218685, 0.197888
0.355985, 0.244259, 0.107198, 0.15868, 0.218906, 0.27565, 0.206718, 0.251616, 0.172793
0.359562, 0.174792, 0.159138, 0.189991, 0.0908086, 0.305818, 0.22255, 0.22419, 0.0811868
0.258261, 0.243723, 0.143729, 0.159075, 0.167675, 0.146866, 0.169567, 0.289405, 0.297633
0.281509, 0.253219, 0.192027, 0.175707, 0.133165, 0.126557, 0.205991, 0.186839, 0.165888
0.304505, 0.240752, 0.193647, 0.199777, 0.30324, 0.151912, 0.227057, 0.408431, 0.295758
0.383763, 0.274358, 0.217075, 0.294599, 0.221214, 0.0867185, 0.247468, 0.259222, 0.301142
0.35873, 0.220276, 0.218368, 0.177735, 0.214723, 0.245371, 0.286054, 0.195431, 0.190174
0.306233, 0.175218, 0.245052, 0.271039, 0.182329, 0.255396, 0.350231, 0.223823, 0.463425
0.504305, 0.646725, 2.63295, 1.54882, 0.426848, 0.357173, 0.209218, 0.278198, 0.301283
2.88159, 3.6181, 6.08985, 4.17885, 1.19016, 0.385995, 0.511101, 0.894118, 1.20195
6.23152, 6.93969, 6.43069, 2.36919, 1.09098, 1.12158, 1.40241, 1.16323, 1.81472
4.86852, 2.00639, 2.72759, 1.65859, 1.2448, 1.8085, 1.97246, 2.21442, 5.25544
2.1664, 1.96624, 1.39958, 0.536804, 1.68356, 1.9513, 1.24863, 0.536803, 2.20759
2.72081, 3.77011, 2.621, 1.79199, 1.26979, 0.791924, 0.701856, 0.119571, 4.29515
5.44695, 4.6976, 5.06754, 1.99685, 0.628289, 1.07658, 0.856932, 0.625543, 3.18422
2.97361, 0.900907, 2.04621, 2.17774, 0.571922, 1.54457, 2.87563, 2.03435, 2.12635
0.649173, 0.572298, 0.219171, 0.186864, 0.180019, 0.641586, 1.12957, 1.45538, 0.540893
0.253282, 0.117787, 0.176262, 0.255217, 0.369135, 0.294361, 0.246546, 0.344784, 0.387563
0.363134, 0.215065, 0.243801, 0.319986, 0.21897, 0.244105, 0.169732, 0.293791, 0.320616
0.530441, 0.378827, 0.185531, 0.0378225, 0.0196276, 0.0480599, 0.0628026, 0.218827, 0.661887
0.293928, 0.131739, 0.0254407, 0.0310646, 0.0508744, 0.0386356, 0.0686901, 0.0791426, 0.131149
0.528374, 0.229693, 0.061317, 0.0195898, 0.0314949, 0.0547549, 0.0601452, 0.161435, 0.486323
0.306218, 0.217182, 0.156736, 0.163303, 0.139727, 0.145392, 0.0962312, 0.117055, 0.216883
