[0.0694658 0.149017 0.0322107 0.109371 1.27307 1.35151 0.452765 0.302329 0.146821 
 ;0.0168729 0.0786991 0.138614 0.276827 1.25636 1.25463 0.480515 0.220613 0.136233 
 ;0.00147059 0.00632386 0.0414481 0.19388 0.963898 1.10856 0.261466 0.0853389 0.00747811 
 ;0.0145833 0.0061193 0.00430577 0.0160368 0.471994 0.708224 0.157091 0.0431857 0.0123525 
 ;0.013848 0 0.00720714 0.0218585 0.281072 0.419283 0.0683175 0.0175058 0.00922934 
 ;0.0122549 0 0.0069824 0.0298354 0.339696 0.347429 0.0613268 0.00717984 0.00380021 
 ;0 0 0.0151354 0.069889 0.474644 0.437934 0.0561261 0 0 
 ;0.00422794 0.00229594 0.0126717 0.0124769 0.2889 0.455949 0.192556 0.0343441 0.00191132 
 ;0.0134191 0.00229594 0.0175896 0.0121358 0.102413 0.122329 0.131186 0.0284238 0.00464177 
 ;0.365696 0.930717 1.44228 1.82909 1.96027 1.40769 0.989569 0.371365 0.247271 
 ;1.46937 0.778113 0.986196 0.930476 1.59868 2.64774 1.85225 1.29014 1.89401 
 ;1.30889 0.792343 0.267767 0.390668 0.93293 1.5582 0.528314 0.722572 1.45089 
 ;1.25669 0.525205 0.264709 0.401841 0.809406 1.30677 0.431094 0.70276 1.32521 
 ;0.842051 0.433368 0.218209 0.489568 0.87278 0.863391 0.379864 0.414151 1.03169 
 ;0.509904 0.488212 0.150312 0.219085 0.777834 0.96614 0.555966 0.274645 0.953035 
 ;0.372632 0.37602 0.124143 0.255449 0.744469 1.09081 0.457165 0.291241 0.738911 
 ;0.26506 0.327142 0.231247 0.235543 0.85958 1.22028 0.489951 0.127575 0.404986 
 ;0.462097 0.371646 0.116174 0.110571 0.667209 0.721574 0.255976 0.141934 0.392773 
 ;0.639371 0.974117 0.900738 0.525552 2.23508 1.68998 1.03463 1.09985 1.33219 
 ;0.375889 0.923383 0.956981 1.30114 2.6696 5.67397 2.03373 1.27835 2.23605 
 ;0.126953 0.291187 0.190891 0.435777 3.69148 7.21268 0.587358 0.466218 0.436539 
 ;0.377526 0.874838 0.412618 1.02912 2.45572 5.25631 1.02292 0.970798 0.770143 
 ;0.308558 0.660214 0.832836 1.72241 2.00596 2.66147 1.65921 0.599798 0.750849 
 ;0.345621 0.419036 0.413271 0.175933 2.53645 4.33012 1.34403 0.350743 0.721484 
 ;0.175778 0.207595 0.128052 0.128095 3.28349 4.22766 0.468975 0.312079 0.288129 
 ;0.142456 0.244506 0.125837 0.244091 4.12217 3.4441 0.294945 0.135092 0.429562 
 ;0.31097 0.403307 0.197005 0.144243 2.66853 2.00889 0.192715 0.0509183 0.630675 
 ;0.443769 0.823565 0.436994 0.443087 0.922331 0.881796 0.455573 0.386223 0.968721 
 ;0.710312 1.38158 0.71248 0.668064 0.56997 1.28103 1.75241 1.20881 2.10689 
 ;0.11547 0.335691 0.117769 0.336759 0.863746 2.29711 2.04134 0.709564 0.859143 
 ;0.802716 2.46266 1.39607 0.936838 0.60026 0.820226 0.564283 0.992957 1.49512 
 ;0.781342 2.27898 1.97832 1.18628 1.8371 1.62114 1.57321 1.66449 1.45232 
 ;0.394707 1.0502 1.45045 1.19481 3.98045 4.4451 1.22294 0.761308 0.830022 
 ;0.0668821 0.0663592 0.110867 0.203694 8.34267 6.81554 0.34006 0.0453261 0.014283 
 ;0.0196669 0.0461068 0.162862 0.249408 9.6215 6.55865 0.149677 0.017844 0.0279404 
 ;0.0136457 0.0530604 0.183779 0.586689 6.84544 4.09969 0.181913 0.0707559 0.0232258 
 ;0.246497 0.677397 0.327624 0.224359 0.716319 0.891418 0.85595 0.479571 0.294587 
 ;0.542025 1.21363 0.775654 0.672783 0.762476 0.418116 0.260416 0.0990459 0.273771 
 ;0.566267 1.34948 1.04907 0.215005 0.339441 0.652197 0.660565 0.993622 1.08263 
 ;0.505576 0.973495 0.625883 0.62951 0.793662 1.36667 0.892063 1.60808 1.78164 
