32, 32
1.32743, 0.434517, 0.412661, 0.366542, 0.954307, 0.62739, 1.37003, 0.764697, 1.22322
2.70015, 1.31244, 1.08484, 1.44013, 1.3356, 0.925635, 0.944167, 0.611894, 0.330044
1.5322, 1.18424, 0.720104, 0.483521, 2.14194, 1.34107, 0.679382, 0.535964, 0.377055
1.46235, 1.2944, 1.17438, 0.950491, 1.42895, 1.04804, 1.05865, 0.724145, 0.38661
1.7244, 1.37084, 0.485133, 0.656441, 1.18869, 1.73703, 1.38054, 1.33286, 0.721967
1.2964, 1.42145, 0.787373, 0.371713, 0.948299, 0.825937, 1.39072, 1.42903, 0.700622
0.629294, 0.640415, 0.978272, 1.00686, 1.00209, 0.457962, 0.622587, 0.495587, 0.753409
1.06795, 1.30556, 0.898872, 1.0282, 0.960915, 0.883459, 0.551908, 0.408765, 0.661155
0.899649, 0.843674, 1.2542, 0.812098, 1.4085, 1.26497, 0.703257, 0.509665, 0.560303
1.09514, 0.450298, 0.49506, 0.637602, 1.07457, 0.734433, 0.885341, 1.13699, 1.17632
1.34343, 0.732067, 0.349088, 0.491349, 1.31702, 1.29869, 0.575248, 0.932775, 1.13903
0.961521, 0.872202, 0.274246, 0.372526, 1.43576, 0.94055, 0.679492, 0.322648, 0.955709
0.937094, 0.493101, 0.841487, 0.886401, 1.07837, 0.785654, 0.276946, 0.200948, 0.600949
0.728649, 0.671745, 0.304123, 0.305405, 0.689606, 0.436284, 0.0935752, 0.215617, 0.854618
0.78077, 0.674612, 0.311961, 0.212973, 0.949319, 0.415892, 0.277891, 0.269319, 0.552798
0.683501, 0.513724, 0.213806, 0.287151, 0.555801, 0.694864, 0.207066, 0.334198, 0.803642
0.872797, 0.88923, 0.298428, 0.448517, 0.591131, 0.808116, 0.27989, 0.301383, 0.752504
1.20449, 0.826205, 0.544583, 0.321003, 1.0077, 1.16002, 0.34548, 0.276339, 0.848861
1.7435, 0.398945, 0.350885, 0.501395, 1.17932, 1.26556, 0.427048, 0.55347, 0.811603
2.34244, 0.813567, 0.518582, 0.705904, 1.25782, 1.23081, 0.58558, 0.73367, 1.12027
1.7567, 0.384898, 0.487041, 0.736408, 1.90307, 1.01333, 1.17334, 0.660408, 1.04957
1.45151, 0.994138, 0.408361, 0.976805, 0.830653, 0.563029, 0.543031, 0.751027, 1.18407
1.40138, 0.800684, 0.84403, 0.839128, 0.876257, 0.487974, 0.446107, 0.910721, 0.913148
1.63335, 0.885822, 0.63513, 0.99973, 0.966524, 1.16465, 0.596118, 0.775242, 0.782228
1.06593, 0.874541, 0.746496, 1.01493, 0.905159, 0.870161, 1.13027, 1.0693, 1.06588
1.70585, 0.884452, 0.534773, 0.516648, 1.07756, 1.14176, 1.50844, 1.00984, 1.15218
1.65378, 1.30535, 1.01618, 0.937761, 1.54103, 1.22389, 1.05888, 0.724774, 0.815657
1.31497, 1.76846, 2.1691, 0.653892, 1.39607, 0.90368, 0.516262, 0.538634, 0.890353
1.24882, 1.6079, 2.07412, 0.816027, 1.30175, 1.17309, 0.3776, 0.644968, 0.827261
1.95148, 0.640889, 0.309131, 0.343473, 0.854326, 0.774619, 0.330109, 0.519186, 1.02361
1.51374, 0.797006, 0.890292, 0.854763, 0.920647, 0.730284, 0.288165, 0.383927, 0.496146
0.999732, 0.313122, 0.236934, 0.0900375, 1.21233, 0.766963, 0.7188, 1.17918, 0.780795
0.307435, 0.772057, 1.16289, 1.18502, 1.45969, 1.34561, 0.69371, 0.695367, 1.02752
1.10537, 1.53795, 2.46502, 1.57767, 1.84756, 2.38107, 1.63106, 2.92202, 2.22145
0.862665, 0.936081, 1.90641, 1.01651, 1.58432, 2.33651, 1.82651, 2.27382, 3.09231
0.979489, 1.52897, 2.16103, 1.59508, 1.00936, 1.7687, 2.19023, 1.77394, 2.07773
0.887506, 1.53681, 0.851981, 1.6104, 1.01976, 1.46679, 1.98698, 1.69891, 1.49312
0.807665, 1.2706, 1.4685, 1.27364, 1.55509, 1.16841, 1.23903, 0.867672, 1.17899
0.577556, 1.14619, 2.05, 1.41321, 0.650572, 0.792317, 0.792887, 0.661727, 0.829188
0.712113, 1.04175, 0.993739, 1.31273, 1.07217, 1.06593, 1.07707, 1.46436, 1.22825
0.9448, 1.32537, 1.68217, 1.39595, 1.13983, 1.64719, 1.03659, 1.22785, 0.619329
0.716312, 0.983146, 1.52289, 1.28955, 1.36537, 1.74269, 1.80615, 1.65672, 0.76843
0.907497, 0.831929, 1.77361, 1.4947, 1.30439, 1.5838, 1.26236, 1.03011, 0.964222
0.620692, 1.3357, 0.961274, 1.10944, 1.64571, 1.93998, 1.0249, 0.991947, 0.847688
0.865849, 1.00827, 0.501868, 0.913258, 1.90674, 1.62487, 1.20462, 1.02587, 0.870769
0.984123, 0.910988, 0.747251, 1.14408, 1.37614, 0.984978, 0.874676, 0.625486, 0.756268
1.00503, 0.931397, 0.749669, 0.951789, 1.35696, 1.11319, 0.63558, 0.425447, 0.781361
0.592374, 0.612028, 0.510827, 0.670131, 1.02549, 0.704464, 0.320443, 0.596357, 0.669975
1.07199, 0.821567, 0.971378, 1.2054, 1.16774, 0.575936, 0.382809, 0.278692, 0.467004
1.16604, 0.860146, 1.20926, 1.02765, 1.91124, 1.1556, 0.525898, 0.586459, 0.721468
0.590775, 0.770314, 0.598993, 1.50884, 1.81434, 1.14509, 0.89271, 0.589258, 1.17509
